text,label,clean_text
"RT kalo abis nonton video ini masih juga ga percaya kalau Prabowo itu bodoh, ya berarti elu juga emang goblok. debat ama masyarakat kalangan biasa aja kayaknya keok tuh opa ulik https://t.co/n50nySSLbt [RE BangWin04]",Politik,rt kalo abis nonton video ga percaya kalau prabowo bodoh arti elu emang goblok debat ama masyarakat kalang biasa aja kayak keok tuh opa ulik re
Kontribusi Pasangan Capres Cawapres Ganjar Pranowo Mahfud MD untuk petani semakin terlihat! Kuota pupuk akan ditingkatkan untuk hasil pertanian yang lebih baik. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK,Ekonomi,kontribusi pasang capres cawapres ganjar pranowo mahfud md tani makin lihat kuota pupuk tingkat hasil tani lebih baik ganjarmahfudrebound jnk
Capres Ganjar Pranowo mengajak semua pihak untuk bersatu menjaga Konstitusi atau aturan dasar negara.#JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/claSFnjgne,Ideologi,capres ganjar pranowo ajak semua pihak satu jaga konstitusi atur dasar negarajnk ganjarmahfudrebound
"RT @uuOiJq4w7SLsLvoLSOGcUYXybWVWJqqxdzuol1EXvkU= Coba tonton ust. Abdul Somad x Anies Baswedan kak. Mereka cerita kejadian relawan ikhlas sudah sering mereka temukan di dunia nyata &amp; dimana-mana. Kasus durian runtuh kpop menurutku salah satu 'relawan', entah mereka seneng AMIN atau cuma suka nasihat dari Pak Anies [RE hayugatiru]",Sosial Budaya,rt coba tonton ust abdul somad x anies baswedan kak cerita jadi rawan ikhlas sering temu dunia nyata amp dimanamana kasus durian runtuh kpop turut salah satu rawan entah neng amin cuma suka nasihat pak anies re hayugatiru
"Ganjar Pranowo dan Mahfud MD mengaku sudah menyusun visi,misi,dan program yang akan membawa Indonesia lebih maju.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK #TemanAlamGanjar #AtikohIbuNegara #Apri1801 https://t.co/0GBxnkbkes",Ideologi,ganjar pranowo mahfud md aku susun visimisidan program bawa indonesia lebih jnk temanalamganjar atikohibunegara
@8kgjhLQ6G46MpCzXNLK4jQAdLwP/L2TVJypIwo2OLpQ= Ganjar Mahfud berkomitmen mensejahterakan petani dan nelayan #BebaskanJeratanHutang,Ekonomi,ganjar mahfud komitmen sejahtera tani nelayan
Hotman Paris datang dukung Prabowo Gibran di Debat Capres KPU #PrabowoGibranInspiratif #PemimpinYangDinanti https://t.co/z6dRFgSOkF,Politik,hotman paris datang dukung prabowo gibran debat capres kpu pemimpinyangdinanti
"Investor, prepare yourself! Pasangan Capres Cawapres Ganjar Pranowo dan Prof Mahfud MD MD sedang merancang regulasi hukum yang mendukung pertumbuhan investasi di Indonesia.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK",Ekonomi,investor prepare yourself pasang capres cawapres ganjar pranowo prof mahfud md md sedang rancang regulasi hukum dukung tumbuh investasi jnk
"@yuMjKyERvBs6tm/WZ24iV5Q6I41g7YoK8iTRCM3Zr6E= Hadeh, si Anies emang kembali ke poros PanIslamisme",Ideologi,hadeh si anies emang poros panislamisme
RT Prabowo Subianto Angkat Bicara soal Orang yang Jelekkan 'Food Estate': Antek Asing https://t.co/33DTaOPZRH [RE KompasTV],Politik,rt prabowo subianto angkat bicara soal orang jelek food estate antek asing re kompastv
"RT Akun Sosmed Kemhan RI Unggah Tagar Prabowo-Gibran, Anies: Kalau Tak Disanksi Artinya Dibolehkan https://t.co/bImtI5c1Ax [RE VIVAcoid]",Politik,rt akun sosmed kemhan ri unggah tagar prabowogibran anies kalau tak sanksi arti boleh re vivacoid
"Pasangan Capres Cawapres Ganjar Pranowo dan Prof Mahfud MD, tandem yang siap berikan kemudahan dengan regulasi hukum yang lebih terukur.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/X3f1sOrz9a",Ideologi,pasang capres cawapres ganjar pranowo prof mahfud md tandem siap ikan mudah regulasi hukum lebih jnk
Investor-friendly approach! Pasangan Capres Cawapres Ganjar Pranowo dan Prof Mahfud MD MD bersatu untuk menciptakan regulasi hukum yang mendukung pertumbuhan investasi.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK,Ekonomi,investorfriendly approach pasang capres cawapres ganjar pranowo prof mahfud md md satu cipta regulasi hukum dukung tumbuh jnk
"RT JOKOWI INGATLAH MALU, JANGAN MEM-BABI BUTA BEGITU Oleh : Kajitow Elkayeni Penampilan Prabowo dalam debat terakhir berantakan. Seorang Menhan, tapi tidak paham soal pertahanan. Selama ini entah apa yang dilakukan Prabowo. Bisa jadi semua pekerjaan diserahkan pada orang lain. Kementeriannya otopilot. Bagian Prabowo mungkin hanya soal rapat di istana dan melakukan kunjungan seremonial. Biar mukanya nongol di kamera. Makanya ketika dia ditanya soal gagasan, Prabowo ngeblank. Ketika dikritik masalah pertahanan, dia bingung. Lalu memposisikan diri sebagai korban. Melakukan ad hominem dan meragukan data. Tim Prabowo terus berusaha menyebarkan narasi bodoh, bahwa urusan pertahanan itu semuanya rahasia. Padahal sudah jelas ada undang-undangnya. Mana yang rahasia dan mana yang bukan. Tidak semuanya rahasia. Yang lebih memalukan, presiden sampai-sampai harus ikut turun tangan memadamkan kebakaran. Selain berkomentar tak jelas soal debat, Jokowi juga sok-sokan memerintahkan KPU. Dalam sejarah Indonesia, mungkin baru kali ini presiden turut campur terlalu jauh. Padahal soal teknis seperti itu urusan internal KPU dan para calon presiden. Kecuali Jokowi mau nyapres lagi. Sebenarnya dulu maunya begitu. Tapi konstitusi melarang. DPR menolak amandemen Undang Undang Dasar. Itu semua belum apa-apa. Seorang presiden bahkan sampai ikut kampanye. Dia bagi-bagi bansos di depan baliho Prabowo-Gibran. Kadang-kadang bagi-bagi beras dan amplop. Dalam sebuah video di Banten, presiden melempar-lemparkan kaos. Massa yang didatangkan oleh timses dan relawan berkerumun. Seolah-olah kehadiran Jokowi masih disambut dengan tumpah-ruah. Padahal kalau tanpa disetting, kehadiran Jokowi sudah tak dianggap. Pamornya sudah redup. Sebentar lagi akan tiba masanya orang-orang mengungkit dosa-dosanya. Massa yang datang itu karena ingin dapat beras atau kaos. Dan Jokowi menganggap mereka sebagai kaum dhuafa. Kelompok miskin yang dieksploitasi kemiskinannya. Cara memberikan kaos itu juga hanya dilempar-lempar. Tapi itu bukan hal baru, karena banyak politisi kacrut yang juga berbuat serupa. Apakah tidak ada cara lain, untuk berbagi tanpa merendahkan? Bisa. Ada banyak cara. Tapi nanti tidak ada ekspos. Pemberi bantuan tidak bisa bertingkah sebagai raja. Dia tidak bisa menunjukkan bahwa derajatnya dengan jelata itu berbeda. Politisi tengik semacam itu butuh efek penuh-sesak. Seolah-olah disambut dengan meriah. Mirip kehadiran Kim Jong Un di Korea Utara. Mereka tidak berpikir dengan kondisi ibu-ibu yang menggendong bayinya. Bagaimana kalau ibu itu jatuh dan bayinya terinjak-injak? Tidak bisakah kalian sedikit memanusiakan mereka, dasar rezim feodal? Di samping Jokowi ada Mendag Zulhas yang tampak clingak-clinguk. Tim kementerian ternyata juga sama tololnya dengan tim istana. Bagi mereka mungkin nyawa rakyat tidak seberapa. Kalau sampai ibu itu terinjak dan bayinya mati, ya salah sendiri kenapa miskin. Karena hanya orang miskin yang akan diperlakukan dengan hina oleh penguasa, tapi diam saja. Saya tidak tahu apa yang ada di kepala Jokowi saat ini. Tapi yang jelas dia panik. Kondisi Prabowo sudah tidak menguntungkan. Pada putaran kedua hampir pasti Prabowo kalah. Siapapun lawannya. Dengan semua instrumen kekuasaan yang dikerahkan, mulai polisi, satpol pp, kepala desa dan babinsa, elektabilitas puncaknya hanya sekitar 40%. Dan bahkan terancam turun karena penampilan Prabowo yang buruk. Padahal BUMN sudah bergerak. Para bohir sudah disetir. Bansos dan BLT mengalir seperti air bah. Politisi yang mau aneh-aneh diancam dengan kasus hukum. Tapi sudah ngos-ngosan begitu ya hanya dapat 40%. Rugi bandar. Semua orang panik. [RE Melihat_Indo]",Ideologi,rt jokowi ingat malu jangan babi buta kajitow elkayeni tampil prabowo debat akhir beranta orang menhan paham soal tahan lama entah apa laku prabowo jadi semua kerja serah orang menteri otopilot bagi prabowo mungkin soal rapat istana laku kunjung seremonial biar muka nongol kamera makanya tanya soal gagas prabowo ngeblank kritik masalah tahan bingung lalu posisi diri korban laku ad hominem ragu data tim prabowo terus usaha sebar narasi bodoh urus tahan semua rahasia padahal jelas undangundangnya mana rahasia mana bukan semua rahasia lebih malu presiden sampaisampai ikut turun tangan madam bakar komentar tak jelas soal debat jokowi soksokan perintah kpu sejarah indonesia mungkin baru kali presiden turut campur terlalu jauh padahal soal teknis urus internal kpu calon presiden jokowi mau nyapres benar dulu mau konstitusi larang dpr tolak amandemen undang undang dasar semua apaapa orang presiden bahkan ikut kampanye bagibagi bansos depan baliho prabowogibran kadangkadang bagibagi beras amplop buah video banten presiden melemparlemparkan kaos massa datang timses rawan kerumun seolaholah hadir jokowi sambut tumpahruah padahal kalau disetting hadir jokowi tak anggap pamor redup sebentar tiba masa orangorang ungkit dosadosanya massa datang beras kaos jokowi anggap kaum dhuafa kelompok miskin eksploitasi miskin cara beri kaos dilemparlempar bukan baru banyak politis kacrut buat rupa cara bagi rendah banyak cara ekspos beri bantu ting raja tunjuk derajat jelata beda politis tengik macam butuh efek penuhsesak seolaholah sambut riah mirip hadir kim jong un korea utara pikir kondisi ibuibu gendong bayi bagaimana kalau ibu jatuh bayi terinjakinjak bisa kalian sedikit manusia dasar rezim feodal samping jokowi mendag zulhas tampak clingakclinguk tim menteri nyata sama tolol tim istana mungkin nyawa rakyat berapa kalau ibu injak bayi mati salah sendiri miskin orang miskin laku hina kuasa diam tahu apa kepala jokowi jelas panik kondisi prabowo untung putar dua hampir prabowo kalah siapa lawan semua instrumen kuasa kerah mulai polisi satpol pp kepala desa babinsa elektabilitas puncak bahkan ancam turun tampil prabowo buruk padahal bumn gerak bohir setir bansos blt alir air bah politis mau anehaneh ancam kasus hukum ngosngosan rugi bandar semua orang panik re melihatindo
"Program Duet Capres Cawapres Ganjar Pranowo dan Mahfud MD yakin, setiap desa bisa sukses di ekonomi. #JNK #GanjarPranowoPilihanUmat #2024JokowiDigantiGanjar #GanjarMahfudRebound https://t.co/PTHTro6llT",Politik,program duet capres cawapres ganjar pranowo mahfud md yakin desa sukses ekonomi jnk ganjarmahfudrebound
"RT Kalah Debat Bikin Drama MewekÃ¢Âœ Kalah Debat Maki Maki Lawan Di Depan PendukungÃ¢Âœ Kalah Debat Laporin LawanÃ¢Âœ Tapi Aneh Nya Tagline Yg Mereka Pakai,Politik Riang GembiraÃ°ÂŸÂ˜Â ""Ganjar Di Laporkan Ke Banwaslu,Soal Pernyataan Di Debat Capres. Hari Ini Rabu 10/01/24. https://t.co/jO9NKSyP7A [RE sami86pilang]",Politik,rt kalah debat bikin drama mewek kalah debat maki maki lawan depan dukung kalah debat laporin lawan aneh nya tagline yg pakaipolitik riang gembira ganjar lapor banwaslusoal nyata debat capres hari rabu re
Capres Cawapres Ganjar Pranowo dan Mahfud MD mengajak masyarakat untuk menjadi garda terdepan dalam menjaga Konstitusi atau aturan dasar negara.#GanjarPranowoPilihanUmat https://t.co/2iSxujF4BM,Ideologi,capres cawapres ganjar pranowo mahfud md ajak masyarakat jadi garda depan jaga konstitusi atur dasar
"Bersama Prabowo, santri merasa lebih dihargai dan diapresiasi dalam kontribusinya bagi bangsa. #2024SantriUntukNegeri SahabatSantri UntukPragibs https://t.co/YrjKs2Tuig",Sosial Budaya,sama prabowo santri rasa lebih harga apresiasi kontribusi bangsa sahabatsantri untukpragibs
"Ganjar Pranowo, energi positif yang akan membawa Indonesia melangkah Ã¢ÂšÂ± maju Ganjar Mahfud Hebat #Coblos3 #3GM #DuluJokowiSekarangGanjar https://t.co/NYPTLxD9cf",Politik,ganjar pranowo energi positif bawa indonesia lang maju ganjar mahfud hebat
"@sGiygsn7a7yYjfMg5T4nmGffvpzpa5qzl0Gc/d5j/Yk= Umat Islam rata rata mendukung Anies Baswedan 2024. Bayangkan kesultanan Islam tertua di Indonesia kepulauan Tidore Maluku Utara rata2 mendukung Anies Baswedan, begitupun kota Ternate dan sekitarnya. AMIN 2024",Geografi,umat islam rata rata dukung anies baswedan bayang sultan islam tua indonesia pulau tidore malu utara dukung anies baswedan begitu kota ternate sekitar amin
"RT Berkali-kali Prabowo memuji program kerja dan ide gagasan yang dilontarkan @YjYtu8MsN2aaElnX1EsBWzWQAZSNd8b8odKa2Ge4BAY= terkait pertahanan, keamanan, hubungan internasional dan geopolitik. Prabowo sepakat dan menilai ide gagasan Ganjar sangat masuk akal dan bagus. 2024 Ganjar-Mahfud Ã°ÂŸÂ¤ÂŸÃ°ÂŸÂÂ» https://t.co/uksxNbK2Ls [RE _Rizmaya__]",Pertahanan dan Keamanan,rt berkalikali prabowo puji program kerja ide gagas lontar kait tahan aman hubung internasional geopolitik prabowo sepakat nilai ide gagas ganjar sangat masuk akal bagus ganjarmahfud re rizmaya
RT Bulan januari ini serangan dari kubu @4TH4WG3mCE34Pe492EV47+D4dV5BCAttkT5IYqndcZA= dkk akan semakin sengit termasuk doxxing akun akun sosmed Kita berharap cepu di grup login tertutup membagikan informasi kepada kita agar kita bisa counter serangan mereka Jangan biarkan 02 berkuasa !! Asal Bukan Prabowo [RE partaimedsos45],Pertahanan dan Keamanan,rt bulan januari serang kubu dkk makin sengit masuk doxxing akun akun sosmed harap cepu grup login tutup bagi informasi counter serang jangan biar kuasa asal bukan prabowo re
RT Survei Bloomberg ke 17 Ekonom: Anies Unggul dari Prabowo dan Ganjar https://t.co/hNMNLvCqqA [RE CNNIndonesia],Politik,rt survei bloomberg ekonom anies unggul prabowo ganjar re cnnindonesia
Secara umum debat kali ini (subjektif) : Anies : 7 Bowo : 6 Ganjar : 8,Politik,umum debat kali subjektif anies bowo ganjar
Masa depan yang cerah dengan kebersamaan keumatan. #JNK solid mendukung Ganjar Pranowo dan Mahfud MD di pilpres mendatang.#GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/PUDtxVGUYb,Politik,masa depan cerah sama umat jnk solid dukung ganjar pranowo mahfud md pilpres
RT Pak Anies Baswedan menyapa para konten kreator di Tanjakan Sitinjau Lauik di Jalan Lintas Sumatera Rute Solok-Padang.. #AMINAjaDulu #AniesMuhaimin2024 https://t.co/DLYiIdZOxV [RE Mdy_Asmara1701],Ekonomi,rt pak anies baswedan sapa konten kreator tanjak sitinjau lauik jalan lintas sumatera rute solokpadang aminajadulu re
"RT Izin Acara 'Desak Anies' di Yogya Dicabut Sepihak, Anies: Kapan Kita Mau Maju Demokrasinya https://t.co/MgKKDK1yGJ [RE VIVAcoid]",Politik,rt izin acara desak anies yogya cabut pihak anies kapan mau maju demokrasi re vivacoid
RT Bandung GASPOL!! kabarkan keseluruh pelosok negeri dari Aceh sampai Papua rakyat inginkan perubahan bersama Anies-Muhaimin.. Buzzer kelojotan melihat ini!! #BandungLautanAmin https://t.co/MUnxbO9zvb [RE ekowboy2],Politik,rt bandung gaspol kabar seluruh pelosok negeri aceh papua rakyat ingin ubah sama aniesmuhaimin buzzer kelojot lihat bandunglautanamin re
"Paslon 03, Ganjar Pranowo, solusi pintar buat pertanian Indo! Kuota pupuk diperluas supaya hasil panennya makin top. #GanjarPranowoPilihanUmat #GanjarMahfudRebound #JNK https://t.co/tPEwFOgfPY",Ekonomi,paslon ganjar pranowo solusi pintar buat tani indo kuota pupuk luas hasil panen makin top ganjarmahfudrebound jnk
"RT Usulan kepada bapak Ganjar Pranowo @EguxtQv8N8tfBebndY6J6yhuzWPefk/cerIyLoWJE/M= dan Mahfud MD @nLWiJp2pxTcIr2Rbl+0LP9cqWBJS3dTfEgWRrdJ8YGY= ,Jika Bpk terpilih menjadi Presiden dan Wakil Presiden hendaknya memberikan bantuan bagi Lansia yg berumur 60 thn keatas perbulan untuk biaya hidup. Ini hanya sebuah usulan terbukaÃƒÂ°Ã‚Å¸Ã‚â„¢Ã‚Â Bagaimana twips ? [RE HmfaqihA]",Sosial Budaya,rt usul bapak ganjar pranowo mahfud md bpk pilih jadi presiden wakil presiden hendak beri bantu lansia yg umur thn atas bulan biaya hidup buah usul buka bagaimana twips re hmfaqiha
RT Salam 3 jariÃ°ÂŸÂ¤ÂŸ Lawan pembegal konstitusi Gemoy jadi capres abadi Ganjar-Mahfud Presiden RI Location: Furong Ancient town Hunan Province China https://t.co/uz7F8Q8YMV [RE ChrisJ_2211],Politik,rt salam jari lawan begal konstitusi gemoy jadi capres abadi ganjarmahfud presiden ri location furong ancient town hun province china re
RT Pendukung Prabowo-Gibran memang harus kompak. Yopora @wqQD5RvC4EmkE8xdLtSpMuZoo1l7LRnL9KWecPgsgKI= @9TPK5gquBODW6+AQf7f3EnX4lHMdQCkUpIU9E10hmgY= @H/+LSH7VlM7MoyZG4sy7UtTcLt9GvArLPPM0OwfZ1HE= @U5XZXMi2fnN+p2J6UenNdeH+rsSBHt4xFYnWF6elIOA= ? https://t.co/Oxc1YWTQOe [RE UyokBack],Sosial Budaya,rt dukung prabowogibran memang kompak yopora re uyokback
@5NlSbDP1ulhb9gpf3/VdbgRnn/YmG6NXJoCKMHlDW7I= @1yQESS3uJyjyhEBrC5CKRG08KRYLt4Sy/hc6EJ9MIfY= @nrAMHP4qF5OIjA1eNgsL+gdMi5t/1ZNoh+GdS11l5kc= kalau anies presiden artinya aparat di bawah dia bisa di bayangkan sebrutal apa ini ormas besok https://t.co/WOype1fD,Politik,kalau anies presiden arti aparat bawah bayang brutal apa ormas besok
semoga Bapak Prabowo Subianto terpilih sebagai Presiden RI tahun 2024 dan bisa membawa kami untuk lebih sejahtera. #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo-Gibran,Politik,moga bapak prabowo subianto pilih presiden ri tahun bawa lebih sejahtera menatamasadepan bersamaprabowogibran prabowogemoy prabowogibran
RT Anies: praktek outsourcing harus dibatasi &amp; diawasi perusahaan tdk boleh PHK semaunya serta hak-hak buruh harus diberikan.. Buruh berSATU!! #DesakAnies https://t.co/Hug2mOqRWq [RE ekowboy2],Politik,rt anies praktek outsourcing batas amp awas usaha tdk phk mau hakhak buruh beri buruh satu desakanies re
"Dalam deklarasinya yang bertempat di Gedung Griya Yudha Reksa, Desa Kirig, Kecamatan Mejobo, Kabupaten Kudus, ribuan petani tersebut juga mengaku akan memenangkan Prabowo-Gibran dalam sekali putaran. #IndonesiaSentris #IndonesiaHijau #02Melanjutkan #AnakMudaIndonesiaEmas",Politik,deklarasi tempat gedung griya yudha reksa desa kirig camat mejobo kabupaten kudus ribu tani sebut aku menang prabowogibran sekali putar indonesiasentris indonesiahijau
"Keberlanjutan p3mbangunan yang menjadi fokus Ganjar - Mahfud menciptakan harapan baru bagi kemajuan Indonesia. Bersama Ganjar, kita sejahtera @yF/Am16ot8LNTGjMRWCoLCN2hnn+EMuWxzDIWwRGVVo= #PresidenRakyat #GanjarMahfud2024 #M3nangDebat4 #Coblos3 https://t.co/t3OS28v86W",Politik,lanjut jadi fokus ganjar mahfud cipta harap baru maju indonesia sama ganjar sejahtera presidenrakyat
"Menurut dia, semua kekayaan alam harus diolah di bumi Nusantara dengan membangun pabrik-pabrik pengolahan. #IndonesiaSentris #IndonesiaHijau #02Melanjutkan #AnakMudaIndonesiaEmas Prabowo Subianto",Sumber Daya Alam,semua kaya alam olah bumi nusantara bangun pabrikpabrik olah indonesiasentris indonesiahijau prabowo subianto
"Pasangan Capres dan Cawapres RI No 03 Ganjar Pranowo - Mahfud MD yakin, ekonomi kita bisa tumbuh mencapai kencang, 7% setiap tahun. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/AHHLO4ucN0",Ekonomi,pasang capres cawapres ri no ganjar pranowo mahfud md yakin ekonomi tumbuh capai kencang tahun ganjarmahfudrebound jnk
007koteka mohmahfudmd Tapi janji tinggal janji dibibirmu Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Uang Saku Posyandu https://t.co/aei3IhjuSK,Sosial Budaya,mohmahfudmd janji tinggal janji bibir ganjar mahfud hebat uang saku posyandu
"Waspada terhadap hoaks! Pak Ganjar Pranowo pastikan bansos tetap ada. Sekarang, ada KTP sakti, buat hidup lebih cerah. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #2024JokowiDigantiGanjar https://t.co/R6hlHTyy1G",Politik,waspada hoaks pak ganjar pranowo pasti bansos tetap sekarang ktp sakti buat hidup lebih cerah jnk ganjarmahfudrebound
RT Begitu Besar Harapan dan Semangatnya Masyarakat Papua Untuk Pak Anies... Lihatlah Betapa Rakyat dari Sorong PAPUA ini Menyambut kedatangan pak Anies malam ini Senin 15 Januari 2024 https://t.co/8SjRVHS7uW [RE Yurissa_Samosir],Politik,rt besar harap semangat masyarakat papua pak anies lihat betapa rakyat sorong papua sambut datang pak anies malam senin januari re yurissasamosir
"RT Beda dengan Prabowo, timses Ganjar tidak akan meninggalkan relawannya yang terkena masalah dan turun mengawal kasusnya. Dan saya juga dapat pesan, ""Jangan pernah takut bersuara. Pemilu itu seharusnya demokratis, jangan menakutkan.."" No man left behind. https://t.co/Uq6kM7NVC2 [RE Dennysiregar7]",Politik,rt beda prabowo timses ganjar tinggal rawan kena masalah turun awal kasus pesan jangan pernah takut suara milu demokratis jangan takut no man left behind re
"Bersama-sama kita bergerak, bersatu dalam Gerakan GAM untuk mendukung Prabowo! #JabarTetapPakBowo DariJabar UntukIndonesia https://t.co/N8h8CA8B2x",Politik,bersamasama gerak satu gera gam dukung prabowo jabartetappakbowo darijabar untukindonesia
"RT ANIES SALAH LAGI lebih 1/2 tentara tdk pny rumahÃ¢ÂÂŽ yang benar 51,7%Ã¢Âœ lebih dari 800 jt cyber attack Ã¢ÂÂŽ yang benar 976.429.996x Ã¢Âœ https://t.co/54XaV5YJYG [RE BosPurwa]",Pertahanan dan Keamanan,rt anies salah lebih tentara tdk pny rumah benar lebih jt cyber attack benar re bospurwa
RT Bawaslu Akui Kesulitan Dalami Bansos Berstiker Prabowo-Gibran https://t.co/RzqJmtVIoI #TempoNasional [RE tempodotco],Politik,rt bawaslu aku sulit dalam bansos stiker prabowogibran temponasional re tempodotco
"RT #SiapaHargaiTukangBaso Jokowi yg seorang kepala negara aja di cemooh oleh mak banteng apalgi rakyat kecil, sungguh terlalu! Beda jauh dgn sikap Prabowo yg sangat menghargai semua kalangan pedagang kecil https://t.co/JrwyoBSIky [RE gadisberjilbabb]",Politik,rt jokowi yg orang kepala negara aja cemooh mak banteng apalgi rakyat kecil sungguh terlalu beda jauh dgn sikap prabowo yg sangat harga semua kalang dagang kecil re gadisberjilbabb
"Tugas berat, tapi Pasangan Capres Cawapres Ganjar Pranowo dan Prof Mahfud MD siap tuntasin regulasi hukum, agar investasi di Indonesia semakin menggeliat!#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/Z3bqg6bflj",Ekonomi,tugas berat pasang capres cawapres ganjar pranowo prof mahfud md siap tuntasin regulasi hukum investasi indonesia makin jnk
"RT SARAN SAJA: Meskipun Makian ""Goblok"" Prabowo Memenuhi Unsur Pidana, Tapi Tidak Perlu Dilaporkan, Tapi Cukup Dibuat Berisik Saja Baik Di Medsos atau Di Dunia Nyata, Agar Hukumannya Dijatuhkan Rakyat. Itu Lebih Terhormat. Ayo Berisik, Demi Mendapatkan Pemimpin Yg Bersih &amp; Beretika. [RE abu_waras]",Politik,rt saran meski maki goblok prabowo penuh unsur pidana perlu lapor cukup buat berisik baik medsos dunia nyata hukum jatuh rakyat lebih hormat ayo berisik dapat pimpin yg bersih amp etika re abuwaras
RT Video ini Sangat Viral Yang Membuat Para SwingVoter dan Golput Berpindah Mendukung AMIN. Download Dan Bagikan Ke Teman Dan Group WA mu. Momen Dimana Anies Menjelaskan Tentang Rasa Keadilan Dan Kesempatan Yang Sama Untuk Setiap Rakyat. Ã¢ÂžÂ¡Ã¯Â¸ÂRT https://t.co/we0IPMqPrB [RE SOBAT_ANIES],Politik,rt video sangat viral buat swingvoter golput pindah dukung amin download bagi teman group wa mu momen anies jelas rasa adil sempat sama rakyat rt re sobatanies
"RT Menhan Prabowo Habiskan Rp 693 T dalam 5 Tahun, Ini Alutsista yang Dibelinya. #newsupdate #news #update #text https://t.co/P8eOGTPrv8 [RE kumparan]",Politik,rt menhan prabowo habis rp t tahun alutsista bel newsupdate news update text re kumpar
"RT Momen Pak Anies membaca Sholawat Asyghil bersama jamaah di Batam. Dilanjutkan dengan doa bersama, tidak lupa disisipkan doa untuk Palestina semoga Allah berikan Pertolongan. #AMINAjaDulu https://t.co/ixWWqKbk8b [RE BangPino__]",Sosial Budaya,rt momen pak anies baca sholawat asyghil sama jamaah batam lanjut doa sama lupa sisip doa palestina moga allah ikan tolong aminajadulu re bangpino
"@1VPOBH1bw0+5w8Ka0UTTvoJOo+xSXoZyubp6Z4hdcjE= Anggap gw cengeng, tp ini bener. Ngeliat kedekatan beliau sama warga lalu kebijakannya yg berpihak dgn kesetaraan warga tu bkin hati lemah. Ditambah lg kalo ada relawan yg rela berjuang untuk pak anies.",Politik,anggap gw cengeng tp bener ngeliat dekat beliau sama warga lalu bijak yg pihak dgn tara warga tu bkin hati lemah tambah lg kalo rawan yg rela juang pak anies
"RT Angan-angan untuk memenangi pemilihan presiden dalam satu putaran, sulit terjadi. Sebulan jelang pencoblosan, elektabilitas pasangan Prabowo Subianto-Gibran Rakabuming Raka tak kunjung tembus 50 persen. Sementara itu, Presiden Jokowi kian kentara mendukung Prabowo dan anaknya. Permintaan Jokowi agar KPU mengubah format debat muncul setelah Prabowo kalah telak pada debat ketiga pilpres. Ketidaknetralan Jokowi harus dihentikan jika tak ingin dikenang sebagai presiden terburuk setelah Reformasi. #ApaKataTempo #PodcastTempo #MajalahTempo [RE tempodotco]",Politik,rt anganangan tang pilih presiden satu putar sulit jadi bulan jelang coblos elektabilitas pasang prabowo subiantogibran rakabuming raka tak kunjung tembus persen presiden jokowi kian kentara dukung prabowo anak minta jokowi kpu ubah format debat muncul prabowo kalah telak debat tiga pilpres ketidaknetralan jokowi henti tak kenang presiden buruk reformasi apakatatempo podcasttempo majalahtempo re tempodotco
"RT Cak Imin menyesalkan pembatalan izin Desak Anies Ini negara Demokrasi, kita menyesalkan kalau ada larangan atau hambatan dalam proses sedemokratis ini #DesakAnies https://t.co/2JRLQEWY6a [RE Mdy_Asmara1701]",Politik,rt cak imin sesal batal izin desak anies negara demokrasi sesal kalau larang hambat proses demokrat desakanies re
"@DBfiohat6M6BcM3xtxQcdHsI+ohvRSwV62z/HBiQZKI= @5UjsKDvBtSKhFR9ljPe0oUq6lm50Iec7cXXhqflJaFE= Guru ngaji emg paling berjasa banget membentuk generasi yang taat akan agama. Tapi sayang sekali jarang banget diperhatikan oleh pemerintah, dengan program pak Gan",Politik,guru ngaji emg paling jasa banget bentuk generasi taat agama sayang sekali jarang banget perhati perintah program pak gan
RT Pendukungnya model spt ini. UU ITE bakalan jadi senjata pembungkaman. Makin gak layak untuk dipilih ini Prabowo-Gibran. Suram... https://t.co/2YVkveTQFX [RE UyokBack],Politik,rt dukung model spt uu ite bakal jadi senjata bungkam makin gak layak pilih prabowogibran suram re uyokback
"RT Mahfud MD bercerita tentang persahabatannya dengan mendiang Pendeta Humprey. Mereka berdua bersama di DIAN, Dialog Antar Iman, sebuah gerakan yang didedikasikan untuk persatuan dan kesatuan Bangsa Indonesia. Ganjar - Mahfud https://t.co/rqaGgWUU1m [RE YRadianto]",Sosial Budaya,rt mahfud md cerita sahabat mendiang pendeta humprey dua sama dian dialog antar iman buah gera dedikasi satu satu bangsa indonesia ganjar mahfud re yradianto
